grid_id;organization_name;country_code;country;latitude;longitude;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;organization_type_id;organization_type
grid.7345.5;Univ.  Buenos Aires;AR;Argentina;-345.997;-583.731;3484;2667;3661;9812;35.508;27.181;37.312;3;Education
grid.459621.d;Indira G &hi Ctr.  Atomic Res.;IN;India;12.514;801.629;761;176;303;1240;61.371;14.194;24.436;4;Facility
grid.419983.e;Motilal Nehru Natl. Inst.  Technology;IN;India;254.918;818.658;602;187;241;1030;58.447;18.155;23.398;3;Education
grid.463154.1;Inst.  Med. Sciences;IN;India;25.275;829.994;691;697;435;1823;37.905;38.234;23.862;3;Education
grid.417643.3;Natl. Chemical Laboratory;IN;India;185.421;738.115;791;552;1043;2386;33.152;23.135;43.713;4;Facility
grid.417929.0;Indian Association  Cultivation  Science;IN;India;225.003;883.689;571;432;522;1525;37.443;28.328;34.230;3;Education
grid.417972.e;Indian Inst.  Technology Guwahati;IN;India;261.872;916.917;1904;1091;966;3961;48.069;27.544;24.388;3;Education
grid.418280.7;Rajiv G &hi Univ.  Health Sciences;IN;India;129.265;775.924;602;447;226;1275;47.216;35.059;17.726;3;Education
grid.410871.b;Tata Memorial Hosp.;IN;India;190.049;728.429;487;617;595;1699;28.664;36.316;35.021;6;Healthcare
grid.444471.6;Malaviya Natl. Inst.  Technology Jaipur;IN;India;268.628;758.185;613;229;190;1032;59.399;22.190;18.411;3;Education
grid.252470.6;Asian Univ.;TW;Taiwan;240.469;120.687;329;638;121;1088;30.239;58.640;11.121;3;Education
grid.260539.b;Natl. Yang Ming Chiao Tung Univ.;TW;Taiwan;247.959;120.985;5615;2012;1529;9156;61.326;21.975;16.699;3;Education
grid.28665.3f;Academia Sinica;TW;Taiwan;250.421;121.617;603;3461;1023;5087;11.854;68.036;20.110;4;Facility
grid.145695.a;Chang Gung Univ.;TW;Taiwan;250.372;121.39;2039;3535;1439;7013;29.075;50.406;20.519;3;Education
grid.482251.8;Inst.  BioMed. Sciences, Academia Sinica;TW;Taiwan;250.447;121.615;247;511;261;1019;24.240;50.147;25.613;4;Facility
grid.64523.36;Natl. Cheng Kung Univ.;TW;Taiwan;23;120.217;6496;2860;2159;11515;56.413;24.837;18.750;3;Education
grid.411641.7;Chung Shan Med. Univ.;TW;Taiwan;241.217;120.651;604;890;477;1971;30.644;45.155;24.201;3;Education
grid.411824.a;Tzu Chi Univ.;TW;Taiwan;239.928;121.591;359;821;252;1432;25.070;57.332;17.598;3;Education
grid.8170.e;Pontificial Catholic Univ.  Valparaiso;CL;Chile;-330.447;-716.056;673;487;295;1455;46.254;33.471;20.275;3;Education
grid.411596.e;Mater Misericordiae Univ. Hosp.;IE;Ireland;533.593;-626.896;317;735;327;1379;22.988;53.300;23.713;6;Healthcare
grid.411916.a;Cork Univ. Hosp.;IE;Ireland;51.882;-851.074;257;587;300;1144;22.465;51.311;26.224;6;Healthcare
grid.424669.b;European Space Res.  & Technology Ctr.;NL;Netherlands;522.172;442.139;456;465;152;1073;42.498;43.336;14.166;5;Government
grid.6852.9;Eindhoven Univ.  Technology;NL;Netherlands;514.486;549.071;3176;2959;1628;7763;40.912;38.117;20.971;3;Education
grid.440564.7;Univ.  Lahore;PK;Pakistan;314.607;742.436;355;634;173;1162;30.551;54.561;14.888;3;Education
grid.11173.35;Univ.  Punjab;PK;Pakistan;314.955;742.939;1108;628;632;2368;46.791;26.520;26.689;3;Education
grid.412621.2;Quaid-i-Azam Univ.;PK;Pakistan;337.472;731.389;1080;812;1029;2921;36.974;27.799;35.228;3;Education
grid.14476.30;Lomonosov Moscow State Univ.;RU;Russia;557.039;375.287;9217;3572;4719;17508;52.645;20.402;26.953;3;Education
grid.77642.30;Peoples' Friendship Univ.  Russia;RU;Russia;556.507;375.019;1351;732;270;2353;57.416;31.109;11.475;3;Education
grid.270683.8;Wellcome Ctr.  Human Genetics;GB;United Kingdom;517.519;-121.524;172;872;229;1273;13.511;68.500;17.989;4;Facility
grid.7621.2;Univ.  Botswana;BW;Botswana;-246.667;259.333;488;348;185;1021;47.796;34.084;18.120;3;Education
grid.4973.9;Copenhagen Univ. Hosp.;DK;Denmark;55.698;125.657;316;3801;825;4942;6.394;76.912;16.694;6;Healthcare
grid.10825.3e;Univ.  Southern Denmark;DK;Denmark;553.686;104.281;1626;3502;1293;6421;25.323;54.540;20.137;3;Education
grid.5254.6;Univ.  Copenhagen;DK;Denmark;556.797;125.725;6330;11775;5695;23800;26.597;49.475;23.929;3;Education
grid.185448.4;Agency  Science, Technology  & Res.;SG;Singapore;129.995;103.788;243;1759;163;2165;11.224;81.247;7.529;5;Government
grid.240988.f;Tan Tock Seng Hosp.;SG;Singapore;132.081;103.846;552;469;336;1357;40.678;34.562;24.761;6;Healthcare
grid.412008.f;Haukel & Univ. Hosp.;NO;Norway;60.374;53.587;540;1657;582;2779;19.432;59.626;20.943;6;Healthcare
grid.6992.4;Polytechnic Univ.  Timi?oara;RO;Romania;457.456;21.23;1016;172;175;1363;74.542;12.619;12.839;3;Education
grid.411038.f;Grigore T. Popa Univ.  Medicine  & Pharmacy;RO;Romania;471.683;275.847;604;225;215;1044;57.854;21.552;20.594;3;Education
grid.7628.b;Oxd Brookes Univ.;GB;United Kingdom;517.552;-122.458;551;576;251;1378;39.986;41.800;18.215;3;Education
grid.83440.3b;Univ. College London;GB;United Kingdom;515.245;-0.133982;8586;20942;7504;37032;23.185;56.551;20.264;3;Education
grid.8756.c;Univ.  Glasgow;GB;United Kingdom;558.723;-428.822;3747;7007;2603;13357;28.053;52.459;19.488;3;Education
grid.418374.d;Rothamsted Res.;GB;United Kingdom;518.104;-0.356255;284;617;215;1116;25.448;55.287;19.265;4;Facility
grid.429705.d;King's College Hosp. NHS Foundation Trust;GB;United Kingdom;514.678;-0.094234;196;1007;146;1349;14.529;74.648;10.823;6;Healthcare
grid.436283.8;Natl. Hosp.  Neurology  & Neurosurgery;GB;United Kingdom;515.223;-0.12203;378;2347;520;3245;11.649;72.327;16.025;6;Healthcare
grid.4970.a;Royal Holloway Univ.  London;GB;United Kingdom;514.259;-0.563073;650;1041;507;2198;29.572;47.361;23.066;3;Education
grid.4991.5;Univ.  Oxd;GB;United Kingdom;517.534;-125.401;9458;19798;7352;36608;25.836;54.081;20.083;3;Education
grid.10837.3d;Open Univ.;GB;United Kingdom;520.243;-0.70955;838;1028;500;2366;35.418;43.449;21.133;3;Education
grid.11984.35;Univ.  Strathclyde;GB;United Kingdom;558.617;-42.417;2290;2196;1105;5591;40.959;39.277;19.764;3;Education
grid.15822.3c;Middlesex Univ.;GB;United Kingdom;515.897;-0.226912;487;578;234;1299;37.490;44.496;18.014;3;Education
grid.17236.31;Bournemouth Univ.;GB;United Kingdom;507.433;-189.724;588;572;205;1365;43.077;41.905;15.018;3;Education
grid.264200.2;St George's, Univ.  London;GB;United Kingdom;514.274;-0.174514;357;1736;641;2734;13.058;63.497;23.446;3;Education
grid.415246.0;Birmingham Children's Hosp.;GB;United Kingdom;524.851;-189.426;177;659;230;1066;16.604;61.820;21.576;6;Healthcare
grid.415719.f;Churchill Hosp.;GB;United Kingdom;517.638;-121.875;190;1695;285;2170;8.756;78.111;13.134;6;Healthcare
grid.417068.c;Western General Hosp.;GB;United Kingdom;559.633;-323.271;332;1247;508;2087;15.908;59.751;24.341;6;Healthcare
grid.412563.7;Univ. Hosp.s Birmingham NHS Foundation Trust;GB;United Kingdom;524.513;-194.139;206;1211;223;1640;12.561;73.842;13.598;6;Healthcare
grid.413820.c;Charing Cross Hosp.;GB;United Kingdom;514.871;-0.2195;193;951;278;1422;13.572;66.878;19.550;6;Healthcare
grid.428191.7;Nazarbayev Univ.;KZ;Kazakhstan;510.909;713.981;458;477;140;1075;42.605;44.372;13.023;3;Education
grid.415771.1;Inst. Nacional de Salud Pública;MX;Mexico;189.764;-992.461;446;394;268;1108;40.253;35.560;24.188;5;Government
grid.416850.e;Inst. Nacional de Ciencias Médicas y Nutrición Salvador Zubirán;MX;Mexico;192.879;-991.563;787;538;548;1873;42.018;28.724;29.258;4;Facility
grid.418275.d;Inst. Politécnico Nacional;MX;Mexico;195.016;-991.377;4716;2376;2587;9679;48.724;24.548;26.728;3;Education
grid.42707.36;Universidad Veracruzana;MX;Mexico;195.621;-969.304;723;439;196;1358;53.240;32.327;14.433;3;Education
grid.412246.7;Northeast estry Univ.;CN;China;45.724;126.64;2483;451;519;3453;71.909;13.061;15.030;3;Education
grid.412557.0;Shenyang Agricultural Univ.;CN;China;418.223;123.561;1656;324;215;2195;75.444;14.761;9.795;3;Education
grid.449005.c;Lovely Pressional Univ.;IN;India;NULL;NULL;644;401;100;1145;56.245;35.022;8.734;3;Education
grid.419653.c;Natl. Inst.  Technology Tiruchirappalli;IN;India;10.763;78.818;886;388;560;1834;48.310;21.156;30.534;3;Education
grid.412517.4;Pondicherry Univ.;IN;India;120.267;798.488;1280;396;392;2068;61.896;19.149;18.956;3;Education
grid.412742.6;SRM Inst.  Science  & Technology;IN;India;128.236;800.442;987;948;327;2262;43.634;41.910;14.456;3;Education
grid.47840.3f;Univ.  Calinia, Berkeley;US;United States;378.722;-122.259;7812;12487;6222;26521;29.456;47.083;23.461;3;Education
grid.47100.32;Yale Univ.;US;United States;413.021;-729.307;7628;16127;6005;29760;25.632;54.190;20.178;3;Education
grid.411607.5;Beijing Chao-Yang Hosp.;CN;China;399.267;116.455;1056;476;286;1818;58.086;26.183;15.732;6;Healthcare
grid.411642.4;Peking Univ. Third Hosp.;CN;China;399.821;116.36;1472;556;462;2490;59.117;22.329;18.554;6;Healthcare
grid.411863.9;Guangzhou Univ.;CN;China;230.388;113.369;1505;1143;299;2947;51.069;38.785;10.146;3;Education
grid.411918.4;Tianjin Med. Univ. Cancer Inst.  & Hosp.;CN;China;391.057;117.185;1058;469;381;1908;55.451;24.581;19.969;6;Healthcare
grid.411963.8;Hangzhou Dianzi Univ.;CN;China;303.105;120.344;2057;854;224;3135;65.614;27.241;7.145;3;Education
grid.412194.b;Ningxia Med. Univ.;CN;China;384.411;106.278;844;317;241;1402;60.200;22.611;17.190;3;Education
grid.64924.3d;Jilin Univ.;CN;China;43.825;125.29;16954;3261;4847;25062;67.648;13.012;19.340;3;Education
grid.440661.1;Chang'an Univ.;CN;China;342.316;108.955;2992;569;345;3906;76.600;14.567;8.833;3;Education
grid.459409.5;Cancer Hosp.  Chinese Academy  Med. Sciences;CN;China;398.728;116.447;268;562;174;1004;26.693;55.976;17.331;6;Healthcare
grid.460007.5;Tang Du Hosp.;CN;China;342.829;109.064;1042;433;222;1697;61.403;25.516;13.082;6;Healthcare
grid.419265.d;Natl. Ctr.  Nanoscience  & Technology;CN;China;399.892;116.325;650;850;588;2088;31.130;40.709;28.161;7;Nonprofit
grid.454856.e;Shanghai Inst.  Ceramics;CN;China;312.163;121.422;979;532;917;2428;40.321;21.911;37.768;4;Facility
grid.30055.33;Dalian Univ.  Technology;CN;China;388.744;121.534;10737;2032;2652;15421;69.626;13.177;17.197;3;Education
grid.31880.32;Beijing Univ.  Posts  & Telecommunications;CN;China;399.598;116.352;6070;1150;1705;8925;68.011;12.885;19.104;3;Education
grid.38587.31;Harbin Veterinary Res. Inst.;CN;China;457.618;126.664;780;111;221;1112;70.144;9.982;19.874;4;Facility
grid.410648.f;Tianjin Univ.  Traditional Chinese Medicine;CN;China;391.171;117.168;1094;294;304;1692;64.657;17.376;17.967;3;Education
grid.411176.4;Union Hosp.;CN;China;260.786;119.304;801;336;216;1353;59.202;24.834;15.965;6;Healthcare
grid.411291.e;Lanzhou Univ.  Technology;CN;China;360.584;103.73;2236;297;300;2833;78.927;10.484;10.590;3;Education
grid.411427.5;Hunan Normal Univ.;CN;China;281.861;112.95;2056;739;593;3388;60.685;21.812;17.503;3;Education
grid.411485.d;China Jiliang Univ.;CN;China;303.191;120.364;1587;405;179;2171;73.100;18.655;8.245;3;Education
grid.411510.0;China Univ.  Mining  & Technology;CN;China;342.147;117.285;7074;1159;1437;9670;73.154;11.986;14.860;3;Education
grid.411594.c;Chongqing Univ.  Technology;CN;China;29.513;106.512;816;279;144;1239;65.860;22.518;11.622;3;Education
grid.412030.4;Hebei Univ.  Technology;CN;China;39.24;117.065;3413;612;437;4462;76.490;13.716;9.794;3;Education
grid.59053.3a;Univ.  Science  & Technology  China;CN;China;318.226;117.281;13400;5126;5330;23856;56.170;21.487;22.342;3;Education
grid.440669.9;Changsha Univ.  Science  & Technology;CN;China;280.959;112.989;1534;490;280;2304;66.580;21.267;12.153;3;Education
grid.440722.7;Xi'an Univ.  Technology;CN;China;342.533;108.995;2513;559;342;3414;73.609;16.374;10.018;3;Education
grid.433158.8;State Grid Corp.  China (China);CN;China;399.071;116.375;2278;529;163;2970;76.700;17.811;5.488;2;Company
grid.452666.5;Second Affiliated Hosp.  Soochow Univ.;CN;China;312.963;120.584;783;361;247;1391;56.290;25.953;17.757;6;Healthcare
grid.453135.5;Natl. Health  & Family Planning Commission;CN;China;399.164;116.403;708;1894;462;3064;23.107;61.815;15.078;5;Government
grid.411653.4;Gachon Univ. Gil Med. Ctr.;KR;South Korea;374.527;127.133;273;568;211;1052;25.951;53.992;20.057;6;Healthcare
grid.412484.f;Seoul Natl. Univ. Hosp.;KR;South Korea;375.794;127;1082;3189;1196;5467;19.792;58.332;21.877;6;Healthcare
grid.263736.5;Sogang Univ.;KR;South Korea;375.511;126.941;1156;679;343;2178;53.076;31.175;15.748;3;Education
grid.254224.7;Chung-Ang Univ.;KR;South Korea;375.042;126.957;3038;1406;751;5195;58.479;27.065;14.456;3;Education
grid.14005.30;Chonnam Natl. Univ.;KR;South Korea;351.764;126.908;3010;1796;1273;6079;49.515;29.544;20.941;3;Education
grid.267134.5;Univ.  Seoul;KR;South Korea;375.833;127.058;683;636;201;1520;44.934;41.842;13.224;3;Education
grid.29773.38;Institut Mines-Télécom;FR;France;488.303;233.578;222;676;322;1220;18.197;55.410;26.393;4;Facility
grid.411266.6;Hôpital de la Timone;FR;France;432.901;540.402;392;1763;853;3008;13.032;58.610;28.358;6;Healthcare
grid.411766.3;Ctr. Hosp.ier Régional Universitaire de Brest;FR;France;483.972;-448.901;368;516;432;1316;27.964;39.210;32.827;6;Healthcare
grid.5676.2;Grenoble Inst.  Technology;FR;France;451.919;571.715;268;2081;451;2800;9.571;74.321;16.107;3;Education
grid.6289.5;Univ.  Western Brittany;FR;France;483.989;-449.889;316;1127;466;1909;16.553;59.036;24.411;3;Education
grid.6625.7;STMicroelectronics (France);FR;France;488.199;232.459;653;350;363;1366;47.804;25.622;26.574;2;Company
grid.509737.f;Université Gustave Eiffel;FR;France;488.397;258.606;227;733;370;1330;17.068;55.113;27.820;3;Education
grid.412370.3;Hôpital Saint-Antoine;FR;France;488.486;238.302;194;1275;524;1993;9.734;63.974;26.292;6;Healthcare
grid.413235.2;Hôpital Robert-Debré;FR;France;488.799;2.403;247;1134;481;1862;13.265;60.902;25.832;6;Healthcare
grid.413852.9;Hospices Civils de Lyon;FR;France;457.817;483.058;458;3226;723;4407;10.393;73.202;16.406;6;Healthcare
grid.4817.a;Univ.  Nantes;FR;France;47.24;-1.55;764;3026;1199;4989;15.314;60.653;24.033;3;Education
grid.4825.b;French Res. Inst.  Exploitation  Sea;FR;France;483.592;-455.879;552;646;422;1620;34.074;39.877;26.049;4;Facility
grid.9966.0;Univ.  Limoges;FR;France;458.264;12.583;413;932;551;1896;21.783;49.156;29.061;3;Education
grid.428999.7;Institut Pasteur;FR;France;48.84;231.167;817;2822;1534;5173;15.794;54.553;29.654;7;Nonprofit
grid.412135.0;King Fahd Univ.  Petroleum  & Minerals;SA;Saudi Arabia;263.217;501.452;1178;766;564;2508;46.970;30.542;22.488;3;Education
grid.411324.1;Lebanese Univ.;LB;Lebanon;338.278;355.222;821;728;449;1998;41.091;36.436;22.473;3;Education
grid.49481.30;Univ.  Waikato;NZ;New Zealand;-377.869;175.314;703;582;292;1577;44.578;36.906;18.516;3;Education
grid.11100.31;Cayetano Heredia Univ.;PE;Peru;-120.235;-770.568;532;631;443;1606;33.126;39.290;27.584;3;Education
grid.64938.30;Nanjing Univ.  Aeronautics  & Astronautics;CN;China;32.036;118.814;6244;1163;1453;8860;70.474;13.126;16.400;3;Education
grid.440581.c;North Univ.  China;CN;China;380.119;112.443;2135;378;259;2772;77.020;13.636;9.343;3;Education
grid.415105.4;Fu Wai Hosp.;CN;China;399.246;116.352;1154;520;431;2105;54.822;24.703;20.475;6;Healthcare
grid.412810.e;Tshwane Univ.  Technology;ZA;South Africa;-257.322;281.617;531;341;233;1105;48.054;30.860;21.086;3;Education
grid.21006.35;Univ.  Canterbury;NZ;New Zealand;-435.233;172.582;1402;1064;758;3224;43.486;33.003;23.511;3;Education
grid.10800.39;Natl. Univ.  San Marcos;PE;Peru;-120.583;-770.833;819;295;237;1351;60.622;21.836;17.543;3;Education
grid.16750.35;Princeton Univ.;US;United States;403.442;-746.515;2935;5257;2204;10396;28.232;50.568;21.201;3;Education
grid.184769.5;Lawrence Berkeley Natl. Laboratory;US;United States;378.754;-122.246;2141;5859;1264;9264;23.111;63.245;13.644;4;Facility
grid.186587.5;San Jose State Univ.;US;United States;373.353;-121.881;638;588;178;1404;45.442;41.880;12.678;3;Education
grid.419681.3;Natl. Inst.  Allergy  & Infectious Diseases;US;United States;390.666;-771.118;1175;2743;996;4914;23.911;55.820;20.269;4;Facility
grid.428158.2;Children's Healthcare  Atlanta;US;United States;338.465;-843.113;263;938;168;1369;19.211;68.517;12.272;6;Healthcare
grid.430503.1;Univ.  Colorado Anschutz Med. Campus;US;United States;397.451;-104.837;2368;7817;1754;11939;19.834;65.475;14.691;3;Education
grid.253613.0;Univ.  Montana;US;United States;468.601;-113.985;612;787;381;1780;34.382;44.214;21.405;3;Education
grid.254250.4;City College  New York;US;United States;408.194;-73.95;595;1040;506;2141;27.791;48.575;23.634;3;Education
grid.255951.f;Florida Atlantic Univ.;US;United States;263.712;-801.017;985;1030;433;2448;40.237;42.075;17.688;3;Education
grid.26090.3d;Clemson Univ.;US;United States;346.783;-828.392;2621;1913;1091;5625;46.596;34.009;19.396;3;Education
grid.261241.2;Nova Southeastern Univ.;US;United States;260.779;-802.419;524;619;246;1389;37.725;44.564;17.711;3;Education
grid.262863.b;SUNY Downstate Med. Ctr.;US;United States;406.554;-739.457;790;1566;817;3173;24.898;49.354;25.749;6;Healthcare
grid.263081.e;San Diego State Univ.;US;United States;32.775;-117.072;1339;1630;750;3719;36.004;43.829;20.167;3;Education
grid.265850.c;Univ. at Albany, State Univ.  New York;US;United States;426.866;-73.823;1019;1408;832;3259;31.267;43.203;25.529;3;Education
grid.266102.1;Univ.  Calinia, San Francisco;US;United States;377.628;-122.458;7674;19052;6570;33296;23.048;57.220;19.732;3;Education
grid.266813.8;Univ.  Nebraska Med. Ctr.;US;United States;412.555;-959.768;1624;3106;1218;5948;27.303;52.219;20.478;6;Healthcare
grid.266860.c;Univ.  North Carolina at Greensboro;US;United States;360.667;-798.064;544;694;372;1610;33.789;43.106;23.106;3;Education
grid.266902.9;Univ.  Oklahoma Health Sciences Ctr.;US;United States;354.803;-974.964;962;2050;842;3854;24.961;53.192;21.847;6;Healthcare
grid.267468.9;Univ.  Wisconsin–Milwaukee;US;United States;43.075;-878.829;1302;1393;766;3461;37.619;40.249;22.132;3;Education
grid.509979.b;Calinia NanoSystems Inst.;US;United States;34.068;-118.443;153;803;110;1066;14.353;75.328;10.319;4;Facility
grid.427431.7;Texas Tech Univ. System;US;United States;335.835;-101.875;170;861;263;1294;13.138;66.538;20.325;3;Education
grid.268246.c;Wichita State Univ.;US;United States;377.192;-972.931;543;365;217;1125;48.267;32.444;19.289;3;Education
grid.268323.e;Worcester Polytechnic Inst.;US;United States;422.735;-718.074;900;636;305;1841;48.887;34.546;16.567;3;Education
grid.273335.3;Univ. at Buffalo, State Univ.  New York;US;United States;430.011;-78.789;3450;4158;2511;10119;34.094;41.091;24.815;3;Education
grid.410425.6;City  Hope Natl. Med. Ctr.;US;United States;341.296;-117.971;1035;2266;502;3803;27.215;59.585;13.200;6;Healthcare
grid.411017.2;Univ.  Arkansas at Fayetteville;US;United States;360.679;-941.737;1569;1578;934;4081;38.447;38.667;22.887;3;Education
grid.411451.4;Loyola Univ. Med. Ctr.;US;United States;418.613;-878.341;445;1334;558;2337;19.042;57.082;23.877;6;Healthcare
grid.53857.3c;Utah State Univ.;US;United States;417.407;-111.815;1577;1301;736;3614;43.636;35.999;20.365;3;Education
grid.410886.3;CHA Univ.;KR;South Korea;378.568;127.138;800;945;369;2114;37.843;44.702;17.455;3;Education
grid.410898.c;Myongji Univ.;KR;South Korea;375.808;126.924;623;281;172;1076;57.900;26.115;15.985;3;Education
grid.410899.d;Wonkwang Univ.;KR;South Korea;359.706;126.957;1010;554;406;1970;51.269;28.122;20.609;3;Education
grid.410914.9;Natl. Cancer Ctr.;KR;South Korea;376.583;126.787;581;1200;242;2023;28.720;59.318;11.962;6;Healthcare
grid.262229.f;Pusan Natl. Univ.;KR;South Korea;352.341;129.079;4844;2098;1831;8773;55.215;23.914;20.871;3;Education
grid.267370.7;Univ.  Ulsan;KR;South Korea;355.428;129.257;1540;2438;842;4820;31.950;50.581;17.469;3;Education
grid.91443.3b;Kookmin Univ.;KR;South Korea;376.114;126.997;838;361;156;1355;61.845;26.642;11.513;3;Education
grid.15444.30;Yonsei Univ.;KR;South Korea;37.566;126.939;9738;4855;5150;19743;49.324;24.591;26.085;3;Education
grid.411947.e;Catholic Univ.  Korea;KR;South Korea;375.862;127.004;2640;1895;2323;6858;38.495;27.632;33.873;3;Education
grid.24999.3f;Helmholtz-Zentrum Hereon;DE;Germany;534.041;104.272;420;609;209;1238;33.926;49.192;16.882;5;Government
grid.11220.30;Bo?aziçi Univ.;TR;Turkey;410.836;290.506;832;653;679;2164;38.447;30.176;31.377;3;Education
